set_id,manifest,profile_id,workload,case_id,n,batch,threads_field,timing_mode,run_count,fwd_ms_mean,fwd_ms_std,bwd_ms_mean,bwd_ms_std,fwd_gflops_std,bwd_gflops_std,mem_mb_mean,fwd_gflops_mean,bwd_gflops_mean,mkl_fwd_profile,mkl_fwd_ms,mkl_fwd_gflops,mkl_bwd_profile,mkl_bwd_ms,mkl_bwd_gflops,fwd_gflops_speedup_vs_mkl,bwd_gflops_speedup_vs_mkl,fwd_latency_speedup_vs_mkl,bwd_latency_speedup_vs_mkl,gpu_beats_mkl_fwd,gpu_beats_mkl_bwd
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b256,131072,256,1,compute,1,1.572915,0.0,1.573069,0.0,0.0,0.0,512.0,1813.274339,1813.097242,avx512_logical,28.269892,100.89,avx512_phys,29.49674,96.69,17.97278559817623,18.75165210466439,17.97293051436346,18.751078306164572,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b512,131072,512,1,compute,1,3.137382,0.0,3.138509,0.0,0.0,0.0,1024.0,1818.156942,1817.5043659999997,avx512_phys,53.989456,105.65,avx512_logical,58.56905,97.39,17.209246966398485,18.662125125782932,17.208441942995783,18.661424899530317,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b1024,131072,1024,1,compute,1,6.288171,0.0,6.269123,0.0,0.0,0.0,2048.0,1814.2805240000002,1819.7930939999999,avx512_logical,110.429208,103.31,avx512_logical,115.085548,99.13,17.561518962346337,18.35764242913346,17.561419369797672,18.357519544599782,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n262144_b1,262144,1,1,compute,1,0.016077,0.0,0.015718,0.0,0.0,0.0,4.0,1467.515903,1500.977153,avx512_phys,0.13994,168.59,avx512_phys,0.145577,162.07,8.704643828222315,9.261289276238664,8.704360266218822,9.261801755948595,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n262144_b2,262144,2,1,compute,1,0.0256,0.0,0.025498,0.0,0.0,0.0,8.0,1843.1999120000003,1850.602378,avx512_phys,1.682813,28.04,avx512_phys,1.692246,27.88,65.73466162624823,66.37741671449068,65.73488281249999,66.36779355243549,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n262144_b4,262144,4,1,compute,1,0.057382,0.0,0.057344,0.0,0.0,0.0,16.0,1644.613016,1645.714242,avx512_phys,0.614549,153.56,avx512_phys,0.599788,157.34,10.709905027350873,10.459604944705733,10.709787041232442,10.45947265625,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n262144_b8,262144,8,1,compute,1,0.113664,0.0,0.11305,0.0,0.0,0.0,32.0,1660.54061,1669.5651799999998,avx512_phys,1.657272,113.89,avx512_phys,1.607073,117.45,14.580214329616297,14.215114346530436,14.580447635135135,14.215594869526758,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n262144_b16,262144,16,1,compute,1,0.217792,0.0,0.217754,0.0,0.0,0.0,64.0,1733.247053,1733.5527780000002,avx512_phys,3.776241,99.96,avx512_phys,3.777007,99.94,17.33940629251701,17.345935341204726,17.338749816338524,17.345293312637196,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n262144_b32,262144,32,1,compute,1,0.427366,0.0,0.426899,0.0,0.0,0.0,128.0,1766.574818,1768.508185,avx512_phys,7.297942,103.45,avx512_phys,7.326183,103.05,17.076605297245045,17.161651479864144,17.07656201008035,17.161396489567792,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n262144_b64,262144,64,1,compute,1,0.796211,0.0,0.795341,0.0,0.0,0.0,256.0,1896.418249,1898.4936829999997,avx512_phys,14.701367,102.71,avx512_phys,14.907113,101.29,18.463813153539093,18.743150192516534,18.464159626028778,18.74304606451824,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n262144_b128,262144,128,1,compute,1,1.584845,0.0,1.585238,0.0,0.0,0.0,512.0,1905.485583,1905.012491,avx512_phys,29.817896,101.28,avx512_phys,30.131257,100.22,18.81403616706161,19.008306635402114,18.814392574668187,19.007402673920257,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n262144_b256,262144,256,1,compute,1,3.160269,0.0,3.162875,0.0,0.0,0.0,1024.0,1911.1658450000002,1909.590934,avx512_phys,59.29485,101.86,avx512_phys,62.518863,96.61,18.762672737090124,19.76597592381741,18.762595842315953,19.76646658498992,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n262144_b512,262144,512,1,compute,1,6.31664,0.0,6.316406,0.0,0.0,0.0,2048.0,1912.345067,1912.4158649999997,avx512_phys,119.548361,101.04,avx512_phys,122.79699,98.37,18.926613885589862,19.441047727965838,18.92594179817118,19.44095898838675,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n524288_b1,524288,1,1,compute,1,0.027534,0.0,0.027443,0.0,0.0,0.0,8.0,1808.913847,1814.9253499999998,avx512_logical,0.264666,188.19,avx512_logical,0.263974,188.68,9.61216774004995,9.619065878736484,9.612333841795598,9.618992092701236,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n524288_b2,524288,2,1,compute,1,0.059792,0.0,0.060314,0.0,0.0,0.0,16.0,1666.0208709999997,1651.612895,avx512_phys,4.639862,21.47,avx512_phys,4.51476,22.06,77.59761858407079,74.86912488667271,77.60004682900723,74.85426269191233,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n524288_b4,524288,4,1,compute,1,0.118618,0.0,0.118067,0.0,0.0,0.0,32.0,1679.594341,1687.42404,avx512_phys,1.54292,129.12,avx512_phys,1.506973,132.21,13.008010695477076,12.76321034717495,13.007469355409803,12.763710435600125,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n524288_b8,524288,8,1,compute,1,0.223016,0.0,0.222816,0.0,0.0,0.0,64.0,1786.68293,1788.286735,avx512_phys,3.422603,116.42,avx512_phys,3.405727,117.0,15.346872788180724,15.284502008547008,15.346894393227393,15.28493016659486,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n524288_b16,524288,16,1,compute,1,0.433098,0.0,0.433254,0.0,0.0,0.0,128.0,1840.041963,1839.376098,avx512_phys,6.886667,115.72,avx512_phys,6.890699,115.65,15.90081198582786,15.904678754863813,15.900943897224186,15.90452482839166,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n524288_b32,524288,32,1,compute,1,0.801536,0.0,0.80169,0.0,0.0,0.0,256.0,1988.4765549999997,1988.0954809999998,avx512_phys,13.731324,116.07,avx512_phys,13.845245,115.12,17.131701171706727,17.269766165740094,17.131262975087832,17.270073220322068,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n524288_b64,524288,64,1,compute,1,1.590221,0.0,1.590067,0.0,0.0,0.0,512.0,2004.5461450000003,2004.7398299999998,avx512_logical,27.410943,116.29,avx512_phys,27.794795,114.69,17.237476524206727,17.47963928851687,17.23719093132338,17.480266554805553,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n524288_b128,524288,128,1,compute,1,3.167334,0.0,3.166707,0.0,0.0,0.0,1024.0,2012.8415079999997,2013.240132,avx512_phys,53.444525,119.29,avx512_phys,57.942292,110.03,16.873514192304466,18.297192874670543,16.87366251869869,18.297332844497454,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n524288_b256,524288,256,1,compute,1,6.32048,0.0,6.31977,0.0,0.0,0.0,2048.0,2017.3601099999998,2017.5868469999998,avx512_phys,113.883762,111.96,avx512_phys,113.11881,112.72,18.01857904608789,17.89910261710433,18.018214122978,17.899197280913704,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1048576_b1,1048576,1,1,compute,1,0.06399,0.0,0.063846,0.0,0.0,0.0,16.0,1638.64574,1642.3416870000003,avx512_logical,0.540449,194.02,avx512_logical,0.523498,200.3,8.445756829192867,8.199409321018473,8.445835286763556,8.199386022616922,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1048576_b2,1048576,2,1,compute,1,0.124774,0.0,0.124058,0.0,0.0,0.0,32.0,1680.755075,1690.466325,avx512_phys,11.515659,18.21,avx512_phys,11.42718,18.35,92.29846650192202,92.12350544959128,92.29213618221745,92.11159296458108,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1048576_b4,1048576,4,1,compute,1,0.231422,0.0,0.233626,0.0,0.0,0.0,64.0,1812.401907,1795.310082,avx512_logical,3.561238,117.78,avx512_logical,3.523887,119.02,15.388027738155882,15.084104200974627,15.388502389574025,15.083453896398519,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1048576_b8,1048576,8,1,compute,1,0.442312,0.0,0.442008,0.0,0.0,0.0,128.0,1896.536372,1897.840684,avx512_logical,6.922788,121.17,avx512_logical,6.961266,120.5,15.651864091771891,15.749715219917013,15.651368264935158,15.749185535103438,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1048576_b16,1048576,16,1,compute,1,0.81664,0.0,0.816589,0.0,0.0,0.0,256.0,2054.420074,2054.548917,avx512_logical,13.777727,121.77,avx512_logical,13.960317,120.18,16.871315381456846,17.095597578632052,16.871237019984324,17.09589156846345,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1048576_b32,1048576,32,1,compute,1,1.611048,0.0,1.607322,0.0,0.0,0.0,512.0,2082.770553,2087.5992129999995,avx512_phys,29.319809,114.44,avx512_logical,28.168996,119.12,18.19967278049633,17.525178080926793,18.19921504511349,17.525421788540193,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1048576_b64,1048576,64,1,compute,1,3.190672,0.0,3.190733,0.0,0.0,0.0,1024.0,2103.2831220000003,2103.243015,avx512_logical,54.15936,123.91,avx512_logical,59.80885,112.21,16.974280703736586,18.743810845735677,16.974280026276595,18.744548666403613,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1048576_b128,1048576,128,1,compute,1,6.352077,0.0,6.351974,0.0,0.0,0.0,2048.0,2112.973975,2113.007983,avx512_logical,113.847815,117.89,avx512_logical,117.259874,114.46,17.923267240648062,18.460667333566313,17.922927414135565,18.460383181669194,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2097152_b1,2097152,1,1,compute,1,0.127027,0.0,0.127386,0.0,0.0,0.0,32.0,1733.494536,1728.617304,avx512_logical,1.368031,160.96,avx512_logical,1.373652,160.3,10.769722514910535,10.783638827199002,10.769608036086817,10.783382789317509,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2097152_b2,2097152,2,1,compute,1,0.236749,0.0,0.238126,0.0,0.0,0.0,64.0,1860.2076850000003,1849.446031,avx512_phys,26.086464,16.88,avx512_phys,25.928964,16.98,110.20187707345974,108.91908309776207,110.18616340512526,108.88758052459622,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2097152_b4,2097152,4,1,compute,1,0.454195,0.0,0.454195,0.0,0.0,0.0,128.0,1939.262709,1939.262709,avx512_logical,7.169362,122.86,avx512_logical,7.144084,123.29,15.78432939117695,15.729278197745154,15.784766454936754,15.729111945309834,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2097152_b8,2097152,8,1,compute,1,0.838242,0.0,0.840195,0.0,0.0,0.0,256.0,2101.551305,2096.664827,avx512_logical,14.423403,122.14,avx512_logical,14.574156,120.87,17.20608568036679,17.34644516422603,17.206729083009442,17.346158927391855,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2097152_b16,2097152,16,1,compute,1,1.649608,0.0,1.649138,0.0,0.0,0.0,512.0,2135.789397,2136.398547,avx512_logical,28.645679,122.99,avx512_logical,32.35932,108.88,17.365553272623792,19.62158841844232,17.365143112788008,19.621960078538,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2097152_b32,2097152,32,1,compute,1,3.280883,0.0,3.278643,0.0,0.0,0.0,1024.0,2147.7238490000004,2149.191188,avx512_logical,58.949842,119.53,avx512_logical,63.132633,111.61,17.96807369697984,19.256260084221843,17.967675775088594,19.255720430678178,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2097152_b64,2097152,64,1,compute,1,6.527539,0.0,6.527685,0.0,0.0,0.0,2048.0,2158.985386,2158.937189,avx512_logical,127.975679,110.12,avx512_logical,126.862602,111.09,19.605751779876496,19.43412718516518,19.605502012320418,19.434547163351173,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4194304_b1,4194304,1,1,compute,1,0.260699,0.0,0.259533,0.0,0.0,0.0,64.0,1769.7539500000003,1777.707571,avx512_logical,3.552436,129.88,avx512_logical,3.589912,128.52,13.626069833692641,13.832147300031123,13.626580846109881,13.832198602875163,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4194304_b2,4194304,2,1,compute,1,0.509952,0.0,0.510872,0.0,0.0,0.0,128.0,1809.477838,1806.219389,avx512_phys,57.408741,16.07,avx512_phys,57.35528,16.09,112.59974100808961,112.25726469857055,112.57675428275603,112.26937471617157,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4194304_b4,4194304,4,1,compute,1,0.949606,0.0,0.949494,0.0,0.0,0.0,256.0,1943.430166,1943.659525,avx512_logical,15.736337,117.28,avx512_logical,15.663217,117.82,16.570857486357436,16.49685558479036,16.5714380490435,16.49638333680887,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4194304_b8,4194304,8,1,compute,1,1.879437,0.0,1.877965,0.0,0.0,0.0,512.0,1963.879484,1965.418923,avx512_logical,32.020469,115.27,avx512_logical,31.473481,117.27,17.03721249240913,16.759775927347146,17.03726647927012,16.759354407563507,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4194304_b16,4194304,16,1,compute,1,3.721818,0.0,3.726643,0.0,0.0,0.0,1024.0,1983.4326869999998,1980.864361,avx512_logical,64.907757,113.73,avx512_logical,66.32547,111.3,17.43983721973094,17.797523459119496,17.43979877575959,17.797645226548397,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4194304_b32,4194304,32,1,compute,1,7.438182,0.0,7.379302,0.0,0.0,0.0,2048.0,1984.886891,2000.7244110000001,avx512_logical,133.25421,110.8,avx512_logical,138.235651,106.8,17.914141615523466,18.733374634831463,17.9148896867541,18.732889777380027,True,True
